"Age","Income","Outage_sec_perweek","Tenure","MonthlyCharge","Bandwidth_GB_Year"
0.720889191871754,-0.408297318334893,-0.679943603480657,-1.04869377389291,-0.00394236166299573,-1.13843010098377
-1.25989416023137,-0.676486377775439,0.570302573665199,-1.26193805762254,1.63024437914921,-1.18581654130082
-0.148723011490591,-1.14953526810495,0.252334435626085,-0.709904305418945,-0.295210055804357,-0.612107142999799
-0.245346589641963,-0.785195478296843,1.65042332452711,-0.659490986860166,-1.22645974405107,-0.561829053122068
1.44556602800704,0.0419501711858536,-0.623124888508078,-1.24248907260102,-0.528059299851802,-1.42811305763149
1.44556602800704,-0.639119066669586,-0.53119793921404,-1.04092309275508,0.288355463187839,-1.07673505207545
1.2523188717043,-1.0768707627797,0.39679729786942,-0.805103954010779,0.64023565053897,-0.679587276783934
-1.11495879300431,-0.478788064042727,-0.742675283016948,-1.14441860851159,-1.34303110678202,-1.10407473812901
-0.197034800566277,0.767852907821919,-1.43239743206318,-0.994797844893312,-1.28440268113354,-0.95157254565422
1.5905013952341,0.439203372401523,-0.434817174214402,-1.1762670000087,-0.236175860605213,-1.31953715775429
-1.45314131653411,-0.642228348598053,-0.221845502680737,-0.577048368523458,0.054334738578841,-0.303654072125014
0.141147722963524,-0.808001181256698,-1.11592754209245,-0.90776891525446,-0.527738479932177,-1.01210724917612
1.44556602800704,1.74704479023453,-0.580632246153202,-0.813623448259924,-0.819355543403155,-1.00487745591394
-1.16327058207999,2.5486380088349,-1.38483064332494,-0.667357185375675,0.287513046013395,-0.66061888679581
-1.11495879300431,0.987743672430985,0.601099031687827,-0.925232807257973,-0.294790943013954,-0.828284710742621
-0.680152691323136,1.95786466481002,0.26768025402102,-0.781156685538985,0.117037300095639,-0.710351319871819
0.479330246493325,-0.287160085506459,1.1831237736459,-0.70884521856533,0.520257570079816,-0.604936592086475
0.334394879266267,0.201075789296545,-0.0573522722734736,-1.2185750670312,0.699950607117971,-1.14869760190019
0.382706668341953,0.0101905184813034,-0.143528132976216,-0.658631415473952,-0.468854832804484,-0.713516918780496
